drug_id,source,inchikey,nn_analog,target_chembl_id,sim_score,org_class,target_name,calibrated,wall,depth
nefiracetam,broad_hub,NGHTXZCKLWZPGK-UHFFFAOYSA-N,0.4634146392345428,CHEMBL2026,0.4634146392345428,bacterial,Beta-lactamase,0.38,below,edge(0.45-0.5)
nelarabine,broad_hub,IXOXBSCIXZEQEQ-UHTZMRCNSA-N,0.7200000286102295,CHEMBL4523582,0.7200000286102295,viral,Replicase polyprotein 1ab,0.8,above,above(>=0.5)
nelfinavir,broad_hub,QAGYKUNXZHXKMR-HKWSIXNMSA-N,0.4699999988079071,CHEMBL243,0.4699999988079071,viral,Human immunodeficiency virus type 1 protease,0.62,below,edge(0.45-0.5)
nemazoline,broad_hub,OEOYJZUHFXEJEI-UHFFFAOYSA-N,0.3513513505458832,CHEMBL2026,0.3142857253551483,bacterial,Beta-lactamase,0.38,below,mid(0.35-0.45)
nemonapride,broad_hub,KRVOJOCLBAAKSJ-RDTXWAMCSA-N,0.3835616409778595,CHEMBL2026,0.3287671208381653,bacterial,Beta-lactamase,0.38,below,mid(0.35-0.45)
nemorubicin,broad_hub,CTMCWCONSULRHO-UHQPFXKFSA-N,0.6875,CHEMBL4523582,0.539130449295044,viral,Replicase polyprotein 1ab,0.75,above,above(>=0.5)
neohesperidin,broad_hub,ARGKVCXINMKCAZ-UZRWAPQLSA-N,0.8630136847496033,CHEMBL2026,0.835616409778595,bacterial,Beta-lactamase,0.8,above,above(>=0.5)
neohesperidin-dihydrochalcone,broad_hub,ITVGXXMINPYUHD-CUVHLRMHSA-N,0.5890411138534546,CHEMBL2026,0.5058823823928833,bacterial,Beta-lactamase,0.75,above,above(>=0.5)
neomycin,broad_hub,PGBHMTALBVVCIT-VCIWKGPPSA-N,0.7234042286872864,CHEMBL2026,0.3061224520206451,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
neostigmine,broad_hub,ALWKGYPQUAPLQC-UHFFFAOYSA-N,1.0,CHEMBL2026,0.375,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
nepafenac,broad_hub,QEFAQIPZVLVERP-UHFFFAOYSA-N,0.625,CHEMBL2026,0.3181818127632141,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
neurodazine,broad_hub,FEEOFPAEDSMOTO-UHFFFAOYSA-N,0.4909090995788574,CHEMBL2026,0.3064516186714172,bacterial,Beta-lactamase,0.38,below,edge(0.45-0.5)
neuropathiazol,broad_hub,MGKYEWWFHSESJN-UHFFFAOYSA-N,0.4035087823867798,CHEMBL2026,0.4035087823867798,bacterial,Beta-lactamase,0.38,below,mid(0.35-0.45)
nevirapine,broad_hub,NQDJXKOVJZTUJA-UHFFFAOYSA-N,0.3703703582286834,CHEMBL2026,0.3703703582286834,bacterial,Beta-lactamase,0.38,below,mid(0.35-0.45)
nexturastat-A,broad_hub,JZWXMCPARMXZQV-UHFFFAOYSA-N,0.4000000059604645,CHEMBL2026,0.4000000059604645,bacterial,Beta-lactamase,0.38,below,mid(0.35-0.45)
niacin,broad_hub,PVNIIMVLHYAWGP-UHFFFAOYSA-N,1.0,CHEMBL2026,0.4857142865657806,bacterial,Beta-lactamase,0.62,above,above(>=0.5)
nialamide,broad_hub,NOIIUHRQUVNIDD-UHFFFAOYSA-N,1.0,CHEMBL2026,0.409090906381607,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
nibentan,broad_hub,YRFYIORBFFGPPZ-OAQYLSRUSA-N,0.4590163826942444,CHEMBL2026,0.4590163826942444,bacterial,Beta-lactamase,0.38,below,edge(0.45-0.5)
nicaraven,broad_hub,KTXBOOWDLPUROC-NSHDSACASA-N,0.6052631735801697,CHEMBL2026,0.4230769276618957,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
niceritrol,broad_hub,KUEUWHJGRZKESU-UHFFFAOYSA-N,0.5882353186607361,CHEMBL2026,0.5,bacterial,Beta-lactamase,0.75,above,above(>=0.5)
niclosamide,broad_hub,RJMUSRYZPJIFPJ-UHFFFAOYSA-N,0.4074074029922485,CHEMBL2026,0.3777777850627899,bacterial,Beta-lactamase,0.38,below,mid(0.35-0.45)
nicorandil,broad_hub,LBHIOVVIQHSOQN-UHFFFAOYSA-N,1.0,CHEMBL2026,0.4000000059604645,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
nicotinamide,broad_hub,DFPAKSUCGFBDDF-UHFFFAOYSA-N,1.0,CHEMBL2026,0.4722222089767456,bacterial,Beta-lactamase,0.62,above,above(>=0.5)
nicotine,broad_hub,SNICXCGAKADSCV-JTQLQIEISA-N,1.0,CHEMBL2026,0.4693877696990967,bacterial,Beta-lactamase,0.62,above,above(>=0.5)
nicotinyl-alcohol-tartrate,broad_hub,MVQVNTPHUGQQHK-UHFFFAOYSA-N,0.4242424368858337,CHEMBL2026,0.3720930218696594,bacterial,Beta-lactamase,0.38,below,mid(0.35-0.45)
nifenalol,broad_hub,UAORFCGRZIGNCI-LLVKDONJSA-N,0.5365853905677795,CHEMBL2026,0.4634146392345428,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
nifenazone,broad_hub,BRZANEXCSZCZCI-UHFFFAOYSA-N,0.5,CHEMBL2026,0.3214285671710968,bacterial,Beta-lactamase,0.38,above,edge(0.45-0.5)
nifuroxazide,broad_hub,YCWSUKQGVSGXJO-NTUHNPAUSA-N,1.0,CHEMBL2026,0.4464285671710968,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
nifursol,broad_hub,XXUXXCZCUGIGPP-WLRTZDKTSA-N,1.0,CHEMBL2026,0.4193548262119293,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
nifurtimox,broad_hub,ARFHIAQFJWUCFH-KIFNTFBYSA-N,1.0,CHEMBL2026,1.0,bacterial,Beta-lactamase,0.8,above,above(>=0.5)
nikethamide,broad_hub,NCYVXEGFNDZQCU-UHFFFAOYSA-N,0.53125,CHEMBL2026,0.4390243887901306,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
nimesulide,broad_hub,HYWYRSMBCFDLJT-UHFFFAOYSA-N,0.4406779706478119,CHEMBL2026,0.3703703582286834,bacterial,Beta-lactamase,0.38,below,mid(0.35-0.45)
nimustine,broad_hub,QMAZPCHGABINAB-UHFFFAOYSA-N,0.3030303120613098,CHEMBL2026,0.3030303120613098,bacterial,Beta-lactamase,0.38,below,deep(<0.35)
nitarsone,broad_hub,FUUFQLXAIUOWML-UHFFFAOYSA-N,0.53125,CHEMBL2026,0.53125,bacterial,Beta-lactamase,0.75,above,above(>=0.5)
nitazoxanide,broad_hub,YQNQNVDNTFHQSW-UHFFFAOYSA-N,0.4833333194255829,CHEMBL2026,0.3529411852359772,bacterial,Beta-lactamase,0.38,below,edge(0.45-0.5)
nitecapone,broad_hub,UPMRZALMHVUCIN-UHFFFAOYSA-N,0.5306122303009033,CHEMBL2026,0.4864864945411682,bacterial,Beta-lactamase,0.62,above,above(>=0.5)
nitrofurantoin,broad_hub,NXFQHRVNIOXGAQ-YCRREMRBSA-N,1.0,CHEMBL2026,0.4642857015132904,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
nitrofurazone,broad_hub,IAIWVQXQOWNYOU-FPYGCLRLSA-N,0.6590909361839294,CHEMBL2026,0.3928571343421936,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
nitromide,broad_hub,UUKWKUSGGZNXGA-UHFFFAOYSA-N,1.0,CHEMBL2026,0.4333333373069763,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
nitroxoline,broad_hub,RJIWZDNTCBHXAL-UHFFFAOYSA-N,0.5277777910232544,CHEMBL4523582,0.5277777910232544,viral,Replicase polyprotein 1ab,0.75,above,above(>=0.5)
nizofenone,broad_hub,WZGBZLHGOVJDET-UHFFFAOYSA-N,0.3199999928474426,CHEMBL247,0.3199999928474426,viral,Human immunodeficiency virus type 1 reverse transcriptase,0.38,below,deep(<0.35)
nobiletin,broad_hub,MRIAQLRQZPPODS-UHFFFAOYSA-N,1.0,CHEMBL2026,1.0,bacterial,Beta-lactamase,0.8,above,above(>=0.5)
nocodazole,broad_hub,KYRVNWMVYQXFEU-UHFFFAOYSA-N,0.4576271176338196,CHEMBL2026,0.4576271176338196,bacterial,Beta-lactamase,0.38,below,edge(0.45-0.5)
nomifensine,broad_hub,XXPANQJNYNUNES-AWEZNQCLSA-N,1.0,CHEMBL2026,0.3409090936183929,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
nonoxynol-9,broad_hub,FBWNMEQMRUMQSO-UHFFFAOYSA-N,0.5142857432365417,CHEMBL2026,0.3396226465702057,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
nor-binaltorphimine,broad_hub,APSUXPSYBJVPPS-YAUKWVCOSA-N,0.6984127163887024,CHEMBL2026,0.4050633013248443,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
nornicotine,broad_hub,MYKUKUCHPMASKF-SECBINFHSA-N,1.0,CHEMBL2026,0.3529411852359772,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
norvancomycin,broad_hub,NUAQIRUAZSJTAI-YRPZDAAMSA-N,0.4207650125026703,CHEMBL4523582,0.4207650125026703,viral,Replicase polyprotein 1ab,0.38,below,mid(0.35-0.45)
noscapine,broad_hub,AKNNEGZIBPJZJG-MSOLQXFVSA-N,1.0,CHEMBL2026,0.7666666507720947,bacterial,Beta-lactamase,0.8,above,above(>=0.5)
nuvenzepine,broad_hub,HPKYRXAEGNUARA-UHFFFAOYSA-N,0.4533333480358124,CHEMBL2026,0.3225806355476379,bacterial,Beta-lactamase,0.38,below,edge(0.45-0.5)
o-mercapto-benzoic-acid,broad_hub,NBOMNTLFRHMDEZ-UHFFFAOYSA-N,0.5416666865348816,CHEMBL2026,0.34375,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
obeticholic-acid,broad_hub,ZXERDUOLZKYMJM-XNNZWSTBSA-N,1.0,CHEMBL2026,0.4324324429035187,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
ocinaplon,broad_hub,OQJFBUOFGHPMSR-UHFFFAOYSA-N,0.3555555641651153,CHEMBL2026,0.3555555641651153,bacterial,Beta-lactamase,0.38,below,mid(0.35-0.45)
octadecan-1-ol,broad_hub,GLDOVTGHNKAZLK-UHFFFAOYSA-N,0.5,CHEMBL2026,0.4230769276618957,bacterial,Beta-lactamase,0.38,above,edge(0.45-0.5)
octreotide,broad_hub,DEQANNDTNATYII-XZNMVFOCSA-N,1.0,CHEMBL4523582,0.338345855474472,viral,Replicase polyprotein 1ab,0.38,above,above(>=0.5)
oglufanide,broad_hub,LLEUXCDZPQOJMY-AAEUAGOBSA-N,0.8367347121238708,CHEMBL2026,0.5,bacterial,Beta-lactamase,0.75,above,above(>=0.5)
oleamide,broad_hub,FATBGEAMYMYZAF-KTKRTIGZSA-N,1.0,CHEMBL2026,0.6000000238418579,bacterial,Beta-lactamase,0.75,above,above(>=0.5)
oleanolic-acid,broad_hub,MIJYXULNPSFWEK-GTOFXWBISA-N,1.0,CHEMBL2026,1.0,bacterial,Beta-lactamase,0.8,above,above(>=0.5)
oleoylethanolamide,broad_hub,BOWVQLFMWHZBEF-KTKRTIGZSA-N,0.9090909361839294,CHEMBL2026,0.800000011920929,bacterial,Beta-lactamase,0.8,above,above(>=0.5)
olesoxime,broad_hub,QNTASHOAVRSLMD-SIWSWZRQSA-N,0.578125,CHEMBL2026,0.4252873659133911,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
oleuropein,broad_hub,RFWGABANNQMHMZ-JIBQERFGSA-N,1.0,CHEMBL4523582,1.0,viral,Replicase polyprotein 1ab,0.8,above,above(>=0.5)
oligomycin-A,broad_hub,MNULEGDCPYONBU-AWJDAWNUSA-N,1.0,CHEMBL2026,1.0,bacterial,Beta-lactamase,0.8,above,above(>=0.5)
olodanrigan,broad_hub,GHBCIXGRCZIPNQ-MHZLTWQESA-N,0.4230769276618957,CHEMBL2026,0.328125,bacterial,Beta-lactamase,0.38,below,mid(0.35-0.45)
olomoucine,broad_hub,GTVPOLSIJWJJNY-UHFFFAOYSA-N,0.5245901346206665,CHEMBL2026,0.4137931168079376,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
olsalazine,broad_hub,QQBDLJCYGRGAKP-FOCLMDBBSA-N,0.5925925970077515,CHEMBL4523582,0.342857152223587,viral,Replicase polyprotein 1ab,0.38,above,above(>=0.5)
oltipraz,broad_hub,CKNAQFVBEHDJQV-UHFFFAOYSA-N,1.0,CHEMBL4523582,1.0,viral,Replicase polyprotein 1ab,0.8,above,above(>=0.5)
olumacostat-glasaretil,broad_hub,FYJLDICZGDFWKP-UHFFFAOYSA-N,0.3275862038135528,CHEMBL2026,0.304347813129425,bacterial,Beta-lactamase,0.38,below,deep(<0.35)
omapatrilat,broad_hub,LVRLSYPNFFBYCZ-VGWMRTNUSA-N,1.0,CHEMBL2026,0.3068181872367859,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
ombitasvir,broad_hub,PIDFDZJZLOTZTM-KHVQSSSXSA-N,1.0,CHEMBL3307224,1.0,viral,Nonstructural protein 5A,0.8,above,above(>=0.5)
ombrabulin,broad_hub,IXWNTLSTOZFSCM-YVACAVLKSA-N,0.4199999868869781,CHEMBL3471,0.3684210479259491,viral,Human immunodeficiency virus type 1 integrase,0.38,below,mid(0.35-0.45)
omega-(4-iodophenyl)pentadecanoic-acid,broad_hub,YAONEUNUMVOKNQ-UHFFFAOYSA-N,0.5666666626930237,CHEMBL2026,0.529411792755127,bacterial,Beta-lactamase,0.75,above,above(>=0.5)
omeprazole-sulfide,broad_hub,XURCIPRUUASYLR-UHFFFAOYSA-N,0.3018867969512939,CHEMBL2026,0.3018867969512939,bacterial,Beta-lactamase,0.38,below,deep(<0.35)
oncrasin-1,broad_hub,ZDRQMXCSSAPUMM-UHFFFAOYSA-N,0.4871794879436493,CHEMBL2026,0.3191489279270172,bacterial,Beta-lactamase,0.38,below,edge(0.45-0.5)
opicapone,broad_hub,ASOADIZOVZTJSR-UHFFFAOYSA-N,0.3272727131843567,CHEMBL2026,0.3272727131843567,bacterial,Beta-lactamase,0.38,below,deep(<0.35)
oprozomib,broad_hub,SWZXEVABPLUDIO-WSZYKNRRSA-N,1.0,CHEMBL2026,0.3548386991024017,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
orantinib,broad_hub,NHFDRBXTEDBWCZ-ZROIWOOFSA-N,0.698113203048706,CHEMBL2026,0.3898304998874664,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
oridonin,broad_hub,SDHTXBWLVGWJFT-XKCURVIJSA-N,1.0,CHEMBL4523582,1.0,viral,Replicase polyprotein 1ab,0.8,above,above(>=0.5)
oritavancin,broad_hub,VHFGEBVPHAGQPI-LXKZPTCJSA-N,0.3980099558830261,CHEMBL4523582,0.3980099558830261,viral,Replicase polyprotein 1ab,0.38,below,mid(0.35-0.45)
orlistat,broad_hub,AHLBNYSZXLDEJQ-FWEHEUNISA-N,1.0,CHEMBL247,0.3230769336223602,viral,Human immunodeficiency virus type 1 reverse transcriptase,0.38,above,above(>=0.5)
ornipressin,broad_hub,MUNMIGOEDGHVLE-LGYYRGKSSA-N,0.91304349899292,CHEMBL2026,0.3962264060974121,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
oseltamivir-carboxylate,broad_hub,NENPYTRHICXVCS-YNEHKIRRSA-N,1.0,CHEMBL6135,1.0,viral,Neuraminidase,0.8,above,above(>=0.5)
oseltamivir-phosphate,broad_hub,VSZGPKBBMSAYNT-RRFJBIMHSA-N,0.7659574747085571,CHEMBL6135,0.7659574747085571,viral,Neuraminidase,0.8,above,above(>=0.5)
osthol,broad_hub,MBRLOUHOWLUMFF-UHFFFAOYSA-N,0.6829268336296082,CHEMBL247,0.5869565010070801,viral,Human immunodeficiency virus type 1 reverse transcriptase,0.75,above,above(>=0.5)
otamixaban,broad_hub,PFGVNLZDWRZPJW-OPAMFIHVSA-N,1.0,CHEMBL2026,0.3194444477558136,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
otilonium,broad_hub,NQHNLNLJPDMBFN-UHFFFAOYSA-O,0.4642857015132904,CHEMBL2026,0.390625,bacterial,Beta-lactamase,0.38,below,edge(0.45-0.5)
ouabain,broad_hub,LPMXVESGRSUGHW-VGFRVVOQSA-N,1.0,CHEMBL2026,0.3564356565475464,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
oxaceprol,broad_hub,BAPRUDZDYCKSOQ-RITPCOANSA-N,0.46875,CHEMBL2026,0.46875,bacterial,Beta-lactamase,0.62,below,edge(0.45-0.5)
oxacillin,broad_hub,UWYHMGVUTGAWSP-JKIFEVAISA-N,0.8474576473236084,CHEMBL2026,0.8474576473236084,bacterial,Beta-lactamase,0.8,above,above(>=0.5)
oxaprozin,broad_hub,OFPXSFXSNFPTHF-UHFFFAOYSA-N,0.3777777850627899,CHEMBL2026,0.3076923191547394,bacterial,Beta-lactamase,0.38,below,mid(0.35-0.45)
oxcarbazepine,broad_hub,CTRLABGOLIVAIY-UHFFFAOYSA-N,0.4594594538211822,CHEMBL2026,0.3199999928474426,bacterial,Beta-lactamase,0.38,below,edge(0.45-0.5)
oxfendazole,broad_hub,BEZZFPOZAYTVHN-QFIPXVFZSA-N,0.5370370149612427,CHEMBL2026,0.5370370149612427,bacterial,Beta-lactamase,0.75,above,above(>=0.5)
oxfenicine,broad_hub,LJCWONGJFPCTTL-SSDOTTSWSA-N,0.6153846383094788,CHEMBL2026,0.3939394056797027,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
oxibendazole,broad_hub,RAOCRURYZCVHMG-UHFFFAOYSA-N,0.5660377144813538,CHEMBL2026,0.4642857015132904,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
oxiniacic-acid,broad_hub,FJCFFCXMEXZEIM-UHFFFAOYSA-N,0.4242424368858337,CHEMBL2026,0.4242424368858337,bacterial,Beta-lactamase,0.38,below,mid(0.35-0.45)
oxiracetam,broad_hub,IHLAQQPQKRMGSS-SCSAIBSYSA-N,0.5526315569877625,CHEMBL2026,0.5526315569877625,bacterial,Beta-lactamase,0.75,above,above(>=0.5)
oxolinic-acid,broad_hub,KYGZCKSPAKDVKC-UHFFFAOYSA-N,1.0,CHEMBL2026,0.3125,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
oxotremorine-M,broad_hub,CANZROMYQDHYHR-UHFFFAOYSA-N,1.0,CHEMBL2026,0.3947368562221527,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
oxotremorine-sesquifumarate,broad_hub,RSDOPYMFZBJHRL-UHFFFAOYSA-N,0.6176470518112183,CHEMBL2026,0.4285714328289032,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
oxybuprocaine,broad_hub,CMHHMUWAYWTMGS-UHFFFAOYSA-N,1.0,CHEMBL2026,0.375,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
oxyfedrine,broad_hub,GDYUVHBMFVMBAF-LIRRHRJNSA-N,0.4561403393745422,CHEMBL2026,0.4561403393745422,bacterial,Beta-lactamase,0.38,below,edge(0.45-0.5)
oxyphenbutazone,broad_hub,HFHZKZSRXITVMK-KRWDZBQOSA-N,1.0,CHEMBL2026,0.3571428656578064,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
oxyquinoline,broad_hub,MCJGNVYPOGVAJF-UHFFFAOYSA-N,0.517241358757019,CHEMBL4523582,0.4838709533214569,viral,Replicase polyprotein 1ab,0.62,above,above(>=0.5)
oxytetracycline,broad_hub,KTUXFHGUHYRDNF-PXOLEDIWSA-N,1.0,CHEMBL2026,1.0,bacterial,Beta-lactamase,0.8,above,above(>=0.5)
oxytocin,broad_hub,XNOPRXBHLZRZKH-DSZYJQQASA-N,1.0,CHEMBL2026,0.4757281541824341,bacterial,Beta-lactamase,0.62,above,above(>=0.5)
ozagrel,broad_hub,SHZKQBHERIJWAO-AATRIKPKSA-N,1.0,CHEMBL2026,0.4285714328289032,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
p-dimethylinamyl-benzoate,broad_hub,LXTZRIBXKVRLOA-UHFFFAOYSA-N,0.6111111044883728,CHEMBL2026,0.5135135054588318,bacterial,Beta-lactamase,0.75,above,above(>=0.5)
paclitaxel,broad_hub,RCINICONZNJXQF-MZXODVADSA-N,0.8723404407501221,CHEMBL2026,0.8723404407501221,bacterial,Beta-lactamase,0.8,above,above(>=0.5)
paeoniflorin,broad_hub,YKRGDOXKVOZESV-WRJNSLSBSA-N,0.3684210479259491,CHEMBL2026,0.3684210479259491,bacterial,Beta-lactamase,0.38,below,mid(0.35-0.45)
palmatine-chloride,broad_hub,QUCQEUCGKKTEBI-UHFFFAOYSA-N,1.0,CHEMBL2026,0.9756097793579102,bacterial,Beta-lactamase,0.8,above,above(>=0.5)
palmitoleic-acid,broad_hub,SECPZKHBENQXJG-FPLPWBNLSA-N,1.0,CHEMBL2026,0.8461538553237915,bacterial,Beta-lactamase,0.8,above,above(>=0.5)
palmitoylcarnitine,broad_hub,XOMRRQXKHMYMOC-NRFANRHFSA-O,0.7631579041481018,CHEMBL2026,0.5526315569877625,bacterial,Beta-lactamase,0.75,above,above(>=0.5)
palmitoylethanolamide,broad_hub,HXYVTAGFYLMHSO-UHFFFAOYSA-N,1.0,CHEMBL2026,1.0,bacterial,Beta-lactamase,0.8,above,above(>=0.5)
palomid-529,broad_hub,YEAHTLOYHVWAKW-CQSZACIVSA-N,0.4444444477558136,CHEMBL243,0.3731343150138855,viral,Human immunodeficiency virus type 1 protease,0.38,below,mid(0.35-0.45)
palosuran,broad_hub,WYJCYXOCHXWTHG-UHFFFAOYSA-N,0.3411764800548553,CHEMBL2026,0.3164556920528412,bacterial,Beta-lactamase,0.38,below,deep(<0.35)
pamabrom,broad_hub,ATOTUUBRFJHZQG-UHFFFAOYSA-N,0.3333333432674408,CHEMBL2026,0.3018867969512939,bacterial,Beta-lactamase,0.38,below,deep(<0.35)
pancuronium,broad_hub,GVEAYVLWDAFXET-XGHATYIMSA-N,1.0,CHEMBL2026,0.4769230782985687,bacterial,Beta-lactamase,0.62,above,above(>=0.5)
panobinostat,broad_hub,FPOHNWQLNRZRFC-ZHACJKMWSA-N,0.4074074029922485,CHEMBL2026,0.355932205915451,bacterial,Beta-lactamase,0.38,below,mid(0.35-0.45)
pantethine,broad_hub,DJWYOLJPSHDSAL-ROUUACIJSA-N,0.5641025900840759,CHEMBL2026,0.5641025900840759,bacterial,Beta-lactamase,0.75,above,above(>=0.5)
pantothenic-acid,broad_hub,GHOKWGTUZJEAQD-ZETCQYMHSA-N,0.6666666865348816,CHEMBL2026,0.6666666865348816,bacterial,Beta-lactamase,0.75,above,above(>=0.5)
papaverine,broad_hub,XQYZDYMELSJDRZ-UHFFFAOYSA-N,0.4047619104385376,CHEMBL2026,0.4047619104385376,bacterial,Beta-lactamase,0.38,below,mid(0.35-0.45)
paquinimod,broad_hub,DIKSYHCCYVYKRO-UHFFFAOYSA-N,0.3584905564785003,CHEMBL2026,0.3584905564785003,bacterial,Beta-lactamase,0.38,below,mid(0.35-0.45)
para-toluenesulfonamide,broad_hub,LMYRWZFENFIFIT-UHFFFAOYSA-N,0.6000000238418579,CHEMBL1926,0.3600000143051147,fungal,Dihydrofolate reductase,0.38,above,above(>=0.5)
parachlorophenol,broad_hub,WXNZTHHGJRFXKQ-UHFFFAOYSA-N,0.6499999761581421,CHEMBL2026,0.6499999761581421,bacterial,Beta-lactamase,0.75,above,above(>=0.5)
paraxanthine,broad_hub,QUNWUDVFRNGTCO-UHFFFAOYSA-N,0.5428571701049805,CHEMBL2026,0.4210526347160339,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
parbendazole,broad_hub,YRWLZFXJFBZBEY-UHFFFAOYSA-N,0.5370370149612427,CHEMBL2026,0.4642857015132904,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
parcetasal,broad_hub,ZAPRLADYRFPQSH-KRWDZBQOSA-N,0.4042553305625915,CHEMBL2026,0.3389830589294433,bacterial,Beta-lactamase,0.38,below,mid(0.35-0.45)
pardoprunox,broad_hub,YVPUUUDAZYFFQT-UHFFFAOYSA-N,0.5799999833106995,CHEMBL2026,0.375,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
parecoxib,broad_hub,TZRHLKRLEZJVIJ-UHFFFAOYSA-N,1.0,CHEMBL2026,0.3673469424247741,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
parethoxycaine,broad_hub,OWWVHQUOYSPNNE-UHFFFAOYSA-N,0.6842105388641357,CHEMBL2026,0.449999988079071,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
paricalcitol,broad_hub,BPKAHTKRCLCHEA-UBFJEZKGSA-N,0.5757575631141663,CHEMBL2026,0.5454545617103577,bacterial,Beta-lactamase,0.75,above,above(>=0.5)
paritaprevir,broad_hub,UAUIUKWPKRJZJV-QPLHLKROSA-N,0.3868613243103027,CHEMBL4523582,0.3868613243103027,viral,Replicase polyprotein 1ab,0.38,below,mid(0.35-0.45)
paromomycin,broad_hub,UOZODPSAJZTQNH-LSWIJEOBSA-N,0.7446808218955994,CHEMBL2026,0.3265306055545807,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
paroxypropione,broad_hub,RARSHUDCJQSEFJ-UHFFFAOYSA-N,0.5769230723381042,CHEMBL2026,0.5,bacterial,Beta-lactamase,0.75,above,above(>=0.5)
pelanserin,broad_hub,WPKPLSFHHBBLRY-UHFFFAOYSA-N,0.5,CHEMBL2026,0.3125,bacterial,Beta-lactamase,0.38,above,edge(0.45-0.5)
pelrinone,broad_hub,NZXHFDXOCVIYLO-UHFFFAOYSA-N,0.3442623019218445,CHEMBL2026,0.3442623019218445,bacterial,Beta-lactamase,0.38,below,deep(<0.35)
pemafibrate,broad_hub,ZHKNLJLMDFQVHJ-RUZDIDTESA-N,0.3561643958091736,CHEMBL2026,0.3033707737922668,bacterial,Beta-lactamase,0.38,below,mid(0.35-0.45)
pemetrexed,broad_hub,WBXPDJSOTKVWSJ-ZDUSSCGKSA-N,0.5,CHEMBL1809,0.5,bacterial,Dihydrofolate reductase,0.75,above,edge(0.45-0.5)
penciclovir,broad_hub,JNTOCHDNEULJHD-UHFFFAOYSA-N,0.4915254116058349,CHEMBL2026,0.4915254116058349,bacterial,Beta-lactamase,0.62,below,edge(0.45-0.5)
penicillamine-(D),broad_hub,VVNCNSJFMMFHPL-VKHMYHEASA-N,1.0,CHEMBL2026,0.3181818127632141,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
penicillin-v-potassium,broad_hub,BPLBGHOLXOTWMN-MBNYWOFBSA-N,0.7115384340286255,CHEMBL2026,0.4647887349128723,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
pentacosanoic-acid,broad_hub,MWMPEAHGUXCSMY-UHFFFAOYSA-N,1.0,CHEMBL2026,0.6153846383094788,bacterial,Beta-lactamase,0.75,above,above(>=0.5)
pentetic-acid,broad_hub,QPCDCPDFJACHGM-UHFFFAOYSA-N,0.3333333432674408,CHEMBL2026,0.3142857253551483,bacterial,Beta-lactamase,0.38,below,deep(<0.35)
pentostatin,broad_hub,FPVKHBSQESCIEP-JQCXWYLXSA-N,0.5714285969734192,CHEMBL2026,0.4576271176338196,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
pentoxifylline,broad_hub,BYPFEZZEUUWMEJ-UHFFFAOYSA-N,1.0,CHEMBL2026,0.3962264060974121,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
pepstatin,broad_hub,FAXGPCHRFPCXOO-LXTPJMTPSA-N,1.0,CHEMBL2366517,0.8604651093482971,viral,Protease,0.8,above,above(>=0.5)
