drug_id,source,inchikey,nn_analog,target_chembl_id,sim_score,org_class,target_name,calibrated,wall,depth
AS-1892802,broad_hub,WDTFYYZHMRBVHK-LJQANCHMSA-N,0.4727272689342499,CHEMBL2026,0.3469387888908386,bacterial,Beta-lactamase,0.38,below,edge(0.45-0.5)
AS-1949490,broad_hub,RFZPGNRLOKVZJY-AWEZNQCLSA-N,0.3623188436031341,CHEMBL2026,0.3220339119434356,bacterial,Beta-lactamase,0.38,below,mid(0.35-0.45)
AS-77,broad_hub,KINMYBBFQRSVLL-UHFFFAOYSA-N,0.5777778029441833,CHEMBL2026,0.5178571343421936,bacterial,Beta-lactamase,0.75,above,above(>=0.5)
ASA-404,broad_hub,XGOYIMQSIKSOBS-UHFFFAOYSA-N,0.3725490272045135,CHEMBL247,0.3725490272045135,viral,Human immunodeficiency virus type 1 reverse transcriptase,0.38,below,mid(0.35-0.45)
ASC-J9,broad_hub,ZMGUKFHHNQMKJI-URFDALOKSA-N,0.6315789222717285,CHEMBL2026,0.5,bacterial,Beta-lactamase,0.75,above,above(>=0.5)
ASP-6537,broad_hub,OBAICMYWONZOSZ-UHFFFAOYSA-N,0.3958333432674408,CHEMBL2026,0.3076923191547394,bacterial,Beta-lactamase,0.38,below,mid(0.35-0.45)
ASP-9521,broad_hub,OXSCPDKUZWPWFR-UHFFFAOYSA-N,0.5,CHEMBL243,0.5,viral,Human immunodeficiency virus type 1 protease,0.75,above,edge(0.45-0.5)
AT-9283,broad_hub,LOLPPWBBNUVNQZ-UHFFFAOYSA-N,0.4027777910232544,CHEMBL2026,0.3020833432674408,bacterial,Beta-lactamase,0.38,below,mid(0.35-0.45)
ATB-346,broad_hub,YCNMAPLPQYQJFC-CYBMUJFWSA-N,0.5681818127632141,CHEMBL2026,0.3400000035762787,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
ATN-161,broad_hub,MMHDBUJXLOFTLC-WOYTXXSLSA-N,0.4455445408821106,CHEMBL2026,0.3516483604907989,bacterial,Beta-lactamase,0.38,below,mid(0.35-0.45)
AVE-3085,broad_hub,OKCJNSDIVCXYAL-UHFFFAOYSA-N,0.3333333432674408,CHEMBL2026,0.3333333432674408,bacterial,Beta-lactamase,0.38,below,deep(<0.35)
AVex-73,broad_hub,BOTHKNZTGGXFEQ-GOSISDBHSA-N,0.3584905564785003,CHEMBL2026,0.3000000119209289,bacterial,Beta-lactamase,0.38,below,mid(0.35-0.45)
AX-024,broad_hub,VMMKGVRPILDZML-UHFFFAOYSA-N,0.3108108043670654,CHEMBL2026,0.3108108043670654,bacterial,Beta-lactamase,0.38,below,deep(<0.35)
AZ-12080282,broad_hub,KMSKKYBHDQYHMC-UHFFFAOYSA-N,0.3846153914928436,CHEMBL2026,0.3066666722297668,bacterial,Beta-lactamase,0.38,below,mid(0.35-0.45)
AZD4282,broad_hub,DHMQDGOQFOQNFH-UHFFFAOYSA-N,1.0,CHEMBL2026,0.3333333432674408,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
AZD9496,broad_hub,DFBDRVGWBHBJNR-BBNFHIFMSA-N,0.3378378450870514,CHEMBL2026,0.3378378450870514,bacterial,Beta-lactamase,0.38,below,deep(<0.35)
BAM7,broad_hub,KOCVKGYKBLJEPK-LYBHJNIJSA-N,0.3658536672592163,CHEMBL2026,0.304347813129425,bacterial,Beta-lactamase,0.38,below,mid(0.35-0.45)
BAY-61-3606,broad_hub,JWQOJVOKBAAAAR-UHFFFAOYSA-N,0.302325576543808,CHEMBL2026,0.302325576543808,bacterial,Beta-lactamase,0.38,below,deep(<0.35)
BAY-8002,broad_hub,CLAUJSRBKSRTGQ-UHFFFAOYSA-N,0.4193548262119293,CHEMBL2026,0.3928571343421936,bacterial,Beta-lactamase,0.38,below,mid(0.35-0.45)
BC-11,broad_hub,KDQVMGQHPAKJAN-UHFFFAOYSA-N,0.7200000286102295,CHEMBL2026,0.3928571343421936,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
BCI-540,broad_hub,PSPGQHXMUKWNDI-UHFFFAOYSA-N,0.4181818068027496,CHEMBL2026,0.3518518507480621,bacterial,Beta-lactamase,0.38,below,mid(0.35-0.45)
BCTC,broad_hub,ROGUAPYLUCHQGK-UHFFFAOYSA-N,0.3389830589294433,CHEMBL2026,0.3389830589294433,bacterial,Beta-lactamase,0.38,below,deep(<0.35)
BCX-1470,broad_hub,OTGQTQBPQCRNRG-UHFFFAOYSA-N,0.4166666567325592,CHEMBL2026,0.4166666567325592,bacterial,Beta-lactamase,0.38,below,mid(0.35-0.45)
BGP-15,broad_hub,MVLOQULXIYSERZ-ZDUSSCGKSA-N,0.3484848439693451,CHEMBL2026,0.3484848439693451,bacterial,Beta-lactamase,0.38,below,deep(<0.35)
BIBR-1532,broad_hub,PGFQXGLPJUCTOI-WYMLVPIESA-N,0.4423076808452606,CHEMBL2026,0.4310344755649566,bacterial,Beta-lactamase,0.38,below,mid(0.35-0.45)
BIIB021,broad_hub,QULDDKSCVCJTPV-UHFFFAOYSA-N,0.3333333432674408,CHEMBL2425,0.3000000119209289,parasitic,Bifunctional dihydrofolate reductase-thymidylate synthase,0.38,below,deep(<0.35)
BIMU-8,broad_hub,AFOFVIBWSLOHFR-QDMKHBRRSA-N,0.3815789520740509,CHEMBL2026,0.3333333432674408,bacterial,Beta-lactamase,0.38,below,mid(0.35-0.45)
BIO-1211,broad_hub,NVVGCQABIHSJSQ-KFZSMJGVSA-N,0.4495412707328796,CHEMBL2026,0.3979591727256775,bacterial,Beta-lactamase,0.38,below,mid(0.35-0.45)
BIX-01294,broad_hub,OSXFATOLZGZLSK-UHFFFAOYSA-N,0.4399999976158142,CHEMBL2026,0.3777777850627899,bacterial,Beta-lactamase,0.38,below,mid(0.35-0.45)
BL-5583,broad_hub,DYSJMQABFPKAQM-UHFFFAOYSA-N,0.46875,CHEMBL2026,0.46875,bacterial,Beta-lactamase,0.62,below,edge(0.45-0.5)
BML-190,broad_hub,BJSDNVVWJYDOLK-UHFFFAOYSA-N,0.640625,CHEMBL2026,0.3947368562221527,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
BML-284,broad_hub,FABQUVYDAXWUQP-UHFFFAOYSA-N,0.3661971688270569,CHEMBL2026,0.3478260934352875,bacterial,Beta-lactamase,0.38,below,mid(0.35-0.45)
BMS-309403,broad_hub,SJRVJRYZAQYCEE-UHFFFAOYSA-N,0.3538461625576019,CHEMBL2026,0.3538461625576019,bacterial,Beta-lactamase,0.38,below,mid(0.35-0.45)
BMS-470539,broad_hub,GULVVTHHUIIMRL-WUFINQPMSA-N,0.3846153914928436,CHEMBL2026,0.3846153914928436,bacterial,Beta-lactamase,0.38,below,mid(0.35-0.45)
BMS-582949,broad_hub,GDTQLZHHDRRBEB-UHFFFAOYSA-N,1.0,CHEMBL2026,0.3030303120613098,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
BMS-626529,broad_hub,QRPZBKAMSFHVRW-UHFFFAOYSA-N,0.3157894611358642,CHEMBL2026,0.3157894611358642,bacterial,Beta-lactamase,0.38,below,deep(<0.35)
BMS-707035,broad_hub,VNIWZCGZPBJWBI-UHFFFAOYSA-N,0.3164556920528412,CHEMBL2026,0.3164556920528412,bacterial,Beta-lactamase,0.38,below,deep(<0.35)
BMS-806,broad_hub,OKGPFTLYBPQBIX-CQSZACIVSA-N,0.3108108043670654,CHEMBL2026,0.3108108043670654,bacterial,Beta-lactamase,0.38,below,deep(<0.35)
BMY-45778,broad_hub,DSRSEEYZGWTODH-UHFFFAOYSA-N,0.3870967626571655,CHEMBL2026,0.3870967626571655,bacterial,Beta-lactamase,0.38,below,mid(0.35-0.45)
BNC105,broad_hub,RADMJHVVIZTENA-UHFFFAOYSA-N,0.5106382966041565,CHEMBL2026,0.3773584961891174,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
BNTX,broad_hub,WXOUFNFMPVMGFZ-BDQAUFNLSA-N,0.6666666865348816,CHEMBL2026,0.4000000059604645,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
BP-554,broad_hub,VUSNBQDZGKZEDL-UHFFFAOYSA-N,0.4199999868869781,CHEMBL2026,0.342857152223587,bacterial,Beta-lactamase,0.38,below,mid(0.35-0.45)
BP-897,broad_hub,MNHDKMDLOJSCGN-UHFFFAOYSA-N,0.4558823406696319,CHEMBL2026,0.439393937587738,bacterial,Beta-lactamase,0.38,below,edge(0.45-0.5)
BRD4770,broad_hub,UCGWYCMPZXDHNR-UHFFFAOYSA-N,0.3442623019218445,CHEMBL2026,0.3442623019218445,bacterial,Beta-lactamase,0.38,below,deep(<0.35)
BRL-26314,broad_hub,SAOHCSVJQIAGDD-OAHLLOKOSA-N,0.5128205418586731,CHEMBL2026,0.5128205418586731,bacterial,Beta-lactamase,0.75,above,above(>=0.5)
BRL-50481,broad_hub,IFIUFCJFLGCQPH-UHFFFAOYSA-N,0.3589743673801422,CHEMBL2026,0.3589743673801422,bacterial,Beta-lactamase,0.38,below,mid(0.35-0.45)
BRL-54443,broad_hub,WKNFADCGOAHBPG-UHFFFAOYSA-N,0.5471698045730591,CHEMBL2026,0.3018867969512939,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
BT-11,broad_hub,MVHWZNBAQIGPOQ-UHFFFAOYSA-N,0.4347825944423675,CHEMBL1075207,0.3409090936183929,bacterial,Transcriptional activator protein LasR,0.38,below,mid(0.35-0.45)
BTB06584,broad_hub,WNDWKKPBLAKXMI-UHFFFAOYSA-N,0.3770491778850555,CHEMBL2026,0.3076923191547394,bacterial,Beta-lactamase,0.38,below,mid(0.35-0.45)
BTB1,broad_hub,VZDUQPHKUBZMLW-UHFFFAOYSA-N,0.3939394056797027,CHEMBL2026,0.3414634168148041,bacterial,Beta-lactamase,0.38,below,mid(0.35-0.45)
BTK-IN-1,broad_hub,SPSNKQVUYDXOGY-OAHLLOKOSA-N,0.3928571343421936,CHEMBL2026,0.3047619163990021,bacterial,Beta-lactamase,0.38,below,mid(0.35-0.45)
BTS,broad_hub,WTHKAJZQYNKTCJ-UHFFFAOYSA-N,1.0,CHEMBL2026,0.3783783912658691,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
BTS-71321,broad_hub,GRKYRJREJPZXIU-UHFFFAOYSA-N,0.355932205915451,CHEMBL2026,0.3518518507480621,bacterial,Beta-lactamase,0.38,below,mid(0.35-0.45)
BVT-948,broad_hub,LLPBUXODFQZPFH-UHFFFAOYSA-N,0.3823529481887817,CHEMBL4523582,0.3055555522441864,viral,Replicase polyprotein 1ab,0.38,below,mid(0.35-0.45)
BW-348U87,broad_hub,YYLKOELWSMRYHV-VXLYETTFSA-N,0.4130434691905975,CHEMBL2026,0.4130434691905975,bacterial,Beta-lactamase,0.38,below,mid(0.35-0.45)
BW-616U,broad_hub,MLPSDBJCWIYSEA-UHFFFAOYSA-N,0.3962264060974121,CHEMBL2026,0.3962264060974121,bacterial,Beta-lactamase,0.38,below,mid(0.35-0.45)
BW-723C86,broad_hub,ALFGDCNSEBJYSP-LLVKDONJSA-N,1.0,CHEMBL2026,0.3499999940395355,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
BX-912,broad_hub,DMMILYKXNCVKOJ-UHFFFAOYSA-N,1.0,CHEMBL2026,0.3013698756694793,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
BYK-204165,broad_hub,BTYSIDSTHDDAJW-LCYFTJDESA-N,0.3541666567325592,CHEMBL2026,0.3461538553237915,bacterial,Beta-lactamase,0.38,below,mid(0.35-0.45)
C-021,broad_hub,WYVBISCFCHREDA-UHFFFAOYSA-N,0.4142857193946838,CHEMBL2026,0.3623188436031341,bacterial,Beta-lactamase,0.38,below,mid(0.35-0.45)
C-751,broad_hub,KLWYPRNPRNPORS-UHFFFAOYSA-N,0.4473684132099151,CHEMBL2026,0.3829787373542785,bacterial,Beta-lactamase,0.38,below,mid(0.35-0.45)
C106,broad_hub,GEGPCGHEPLKDLY-DRHSTVBOSA-N,0.5882353186607361,CHEMBL2026,0.4264705777168274,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
C188-9,broad_hub,QDCJDYWGYVPBDO-UHFFFAOYSA-N,0.359375,CHEMBL247,0.3239436745643616,viral,Human immunodeficiency virus type 1 reverse transcriptase,0.38,below,mid(0.35-0.45)
CB-10-277,broad_hub,GUAZPUYTLMUTMA-ZHACJKMWSA-N,0.4166666567325592,CHEMBL2026,0.4166666567325592,bacterial,Beta-lactamase,0.38,below,mid(0.35-0.45)
CC4,broad_hub,LEXDAVFCJPDCNA-VNTMZGSJSA-N,0.7560975551605225,CHEMBL2026,0.557692289352417,bacterial,Beta-lactamase,0.75,above,above(>=0.5)
CCG-50014,broad_hub,QUIIIYITNGOFEI-UHFFFAOYSA-N,0.422222226858139,CHEMBL4523582,0.422222226858139,viral,Replicase polyprotein 1ab,0.38,below,mid(0.35-0.45)
CCG-63802,broad_hub,VFSVKVQMZDJFQX-NBVRZTHBSA-N,0.3111111223697662,CHEMBL2026,0.3111111223697662,bacterial,Beta-lactamase,0.38,below,deep(<0.35)
CCMQ,broad_hub,IFXJDEHFADWURH-UHFFFAOYSA-N,0.4285714328289032,CHEMBL247,0.3125,viral,Human immunodeficiency virus type 1 reverse transcriptase,0.38,below,mid(0.35-0.45)
CD-1530,broad_hub,VCQGNUWOMLYNNG-UHFFFAOYSA-N,0.3636363744735718,CHEMBL3471,0.3636363744735718,viral,Human immunodeficiency virus type 1 integrase,0.38,below,mid(0.35-0.45)
CD-437,broad_hub,LDGIHZJOIQSHPB-UHFFFAOYSA-N,0.4117647111415863,CHEMBL3471,0.3409090936183929,viral,Human immunodeficiency virus type 1 integrase,0.38,below,mid(0.35-0.45)
CDBA,broad_hub,WHGYBXFWUBPSRW-GUJBRCDDSA-N,0.4399999976158142,CHEMBL2026,0.4399999976158142,bacterial,Beta-lactamase,0.38,below,mid(0.35-0.45)
CDK1-5-inhibitor,broad_hub,DWHVZCLBMTZRQM-UHFFFAOYSA-N,0.3783783912658691,CHEMBL1075207,0.3529411852359772,bacterial,Transcriptional activator protein LasR,0.38,below,mid(0.35-0.45)
CFM-2,broad_hub,MJKADKZSYQWGLL-UHFFFAOYSA-N,0.4230769276618957,CHEMBL2026,0.4038461446762085,bacterial,Beta-lactamase,0.38,below,mid(0.35-0.45)
CGK-733,broad_hub,HLCDNLNLQNYZTK-OAQYLSRUSA-N,0.3333333432674408,CHEMBL2026,0.3333333432674408,bacterial,Beta-lactamase,0.38,below,deep(<0.35)
CGM097,broad_hub,CLRSLRWKONPSRQ-IIPSPAQQSA-N,0.3404255211353302,CHEMBL2026,0.3404255211353302,bacterial,Beta-lactamase,0.38,below,deep(<0.35)
CGP-25454A,broad_hub,JEMKCYHUYUPGFN-UHFFFAOYSA-N,0.5740740895271301,CHEMBL2026,0.5740740895271301,bacterial,Beta-lactamase,0.75,above,above(>=0.5)
CGP-52411,broad_hub,AAALVYBICLMAMA-UHFFFAOYSA-N,0.4074074029922485,CHEMBL2026,0.3333333432674408,bacterial,Beta-lactamase,0.38,below,mid(0.35-0.45)
CGS-20625,broad_hub,UBLXQFIFWUEVGJ-UHFFFAOYSA-N,0.311475396156311,CHEMBL2026,0.311475396156311,bacterial,Beta-lactamase,0.38,below,deep(<0.35)
CH-170,broad_hub,JBXSBZBZASARMY-UHFFFAOYSA-N,0.54347825050354,CHEMBL2026,0.5319148898124695,bacterial,Beta-lactamase,0.75,above,above(>=0.5)
CH5132799,broad_hub,JEGHXKRHKHPBJD-UHFFFAOYSA-N,0.3225806355476379,CHEMBL2026,0.3225806355476379,bacterial,Beta-lactamase,0.38,below,deep(<0.35)
CH55,broad_hub,FOUVTBKPJRMLPE-FMIVXFBMSA-N,0.4736842215061188,CHEMBL3471,0.409090906381607,viral,Human immunodeficiency virus type 1 integrase,0.38,below,edge(0.45-0.5)
CHC,broad_hub,AFVLVVWMAFSXCK-VMPITWQZSA-N,1.0,CHEMBL4523582,0.4000000059604645,viral,Replicase polyprotein 1ab,0.38,above,above(>=0.5)
CHEMBL1010,chembl_approved,AZZMGZXNTDTSME-JUZDKLSSSA-M,1.0,CHEMBL2026,0.550000011920929,bacterial,Beta-lactamase,0.75,above,above(>=0.5)
CHEMBL1026,chembl_approved,CVKUMNRCIJMVAR-UHFFFAOYSA-N,0.8444444537162781,CHEMBL4523582,0.4181818068027496,viral,Replicase polyprotein 1ab,0.38,above,above(>=0.5)
CHEMBL1054,chembl_approved,LMJSLTNSBFUCMU-UHFFFAOYSA-N,1.0,CHEMBL2026,0.5454545617103577,bacterial,Beta-lactamase,0.75,above,above(>=0.5)
CHEMBL1059,chembl_approved,AYXYPKUFHZROOJ-ZETCQYMHSA-N,1.0,CHEMBL2026,0.4230769276618957,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
CHEMBL1060,chembl_approved,BNIILDVGGAEEIG-UHFFFAOYSA-L,0.4166666567325592,CHEMBL247,0.3571428656578064,viral,Human immunodeficiency virus type 1 reverse transcriptase,0.38,below,mid(0.35-0.45)
CHEMBL1087,chembl_approved,INWLQCZOYSRPNW-UHFFFAOYSA-N,0.6888889074325562,CHEMBL2026,0.3617021143436432,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
CHEMBL1094966,chembl_approved,VQDBNKDJNJQRDG-UHFFFAOYSA-N,0.5227272510528564,CHEMBL2026,0.3207547068595886,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
CHEMBL1095,chembl_approved,SZQIFWWUIBRPBZ-UHFFFAOYSA-N,0.3913043439388275,CHEMBL2026,0.3913043439388275,bacterial,Beta-lactamase,0.38,below,mid(0.35-0.45)
CHEMBL1095930,chembl_approved,KEJCWVGMRLCZQQ-YJBYXUATSA-N,0.7792207598686218,CHEMBL2026,0.4130434691905975,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
CHEMBL1097620,chembl_approved,WCIMWHNSWLLELS-UHFFFAOYSA-M,0.3728813529014587,CHEMBL2026,0.3728813529014587,bacterial,Beta-lactamase,0.38,below,mid(0.35-0.45)
CHEMBL1098,chembl_approved,LEBVLXFERQHONN-UHFFFAOYSA-N,1.0,CHEMBL2026,0.3725490272045135,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
CHEMBL1098285,chembl_approved,GJHSNEVFXQVOHR-UHFFFAOYSA-L,0.692307710647583,CHEMBL2026,0.3636363744735718,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
CHEMBL1126,chembl_approved,FCPVYOBCFFNJFS-LQDWTQKMSA-M,0.8163265585899353,CHEMBL2026,0.5692307949066162,bacterial,Beta-lactamase,0.75,above,above(>=0.5)
CHEMBL1149,chembl_approved,PHIQHXFUZVPYII-ZCFIWIBFSA-N,1.0,CHEMBL2026,1.0,bacterial,Beta-lactamase,0.8,above,above(>=0.5)
CHEMBL1177,chembl_approved,NRNCYVBFPDDJNE-UHFFFAOYSA-N,1.0,CHEMBL2026,0.3170731663703918,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
CHEMBL1182833,chembl_approved,ILVYCEVXHALBSC-OTBYEXOQSA-N,0.682539701461792,CHEMBL2026,0.3142857253551483,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
CHEMBL1184,chembl_approved,JUGOREOARAHOCO-UHFFFAOYSA-M,1.0,CHEMBL2026,1.0,bacterial,Beta-lactamase,0.8,above,above(>=0.5)
CHEMBL1186579,chembl_approved,JVLBPIPGETUEET-GAAHOAFPSA-O,1.0,CHEMBL2026,0.75,bacterial,Beta-lactamase,0.8,above,above(>=0.5)
CHEMBL1187,chembl_approved,NBIIXXVUZAFLBC-UHFFFAOYSA-N,0.5555555820465088,CHEMBL247,0.4545454680919647,viral,Human immunodeficiency virus type 1 reverse transcriptase,0.38,above,above(>=0.5)
CHEMBL1194,chembl_approved,MVFGUOIZUNYYSO-UHFFFAOYSA-N,1.0,CHEMBL2026,0.3191489279270172,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
CHEMBL119423,chembl_approved,PYAOPMWCFSVFOT-UHFFFAOYSA-N,0.4358974397182464,CHEMBL2026,0.3529411852359772,bacterial,Beta-lactamase,0.38,below,mid(0.35-0.45)
CHEMBL1197,chembl_approved,DKLKMKYDWHYZTD-UHFFFAOYSA-N,1.0,CHEMBL2026,0.3617021143436432,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
CHEMBL1199307,chembl_approved,AHZBEVXBKNYXPU-UHFFFAOYSA-N,0.6842105388641357,CHEMBL2026,0.3720930218696594,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
CHEMBL1200321,chembl_approved,FEPTXVIRMZIGFY-UHFFFAOYSA-N,0.7857142686843872,CHEMBL243,0.4799999892711639,viral,Human immunodeficiency virus type 1 protease,0.62,above,above(>=0.5)
CHEMBL1200323,chembl_approved,WQVZLXWQESQGIF-UHFFFAOYSA-N,0.97826087474823,CHEMBL2026,0.3650793731212616,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
CHEMBL1200330,chembl_approved,RNAICSBVACLLGM-GNAZCLTHSA-N,0.9729729890823364,CHEMBL3471,0.3269230723381042,viral,Human immunodeficiency virus type 1 integrase,0.38,above,above(>=0.5)
CHEMBL1200331,chembl_approved,QZJIMDIBFFHQDW-LMLSDSMGSA-N,0.3548386991024017,CHEMBL2026,0.3548386991024017,bacterial,Beta-lactamase,0.38,below,mid(0.35-0.45)
CHEMBL1200334,chembl_approved,GAQAKFHSULJNAK-UHFFFAOYSA-N,0.9824561476707458,CHEMBL2026,0.4794520437717438,bacterial,Beta-lactamase,0.62,above,above(>=0.5)
CHEMBL1200340,chembl_approved,PGZUMBJQJWIWGJ-ONAKXNSWSA-N,0.7058823704719543,CHEMBL6135,0.7058823704719543,viral,Neuraminidase,0.8,above,above(>=0.5)
CHEMBL1200342,chembl_approved,HYRKAAMZBDSJFJ-LFDBJOOHSA-N,0.625,CHEMBL2026,0.4605263173580169,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
CHEMBL1200343,chembl_approved,IYNMDWMQHSMDDE-MHXJNQAMSA-N,0.9056603908538818,CHEMBL2026,0.9056603908538818,bacterial,Beta-lactamase,0.8,above,above(>=0.5)
CHEMBL1200351,chembl_approved,JLDCNMJPBBKAHH-UHFFFAOYSA-N,0.4864864945411682,CHEMBL1926,0.4193548262119293,fungal,Dihydrofolate reductase,0.38,below,edge(0.45-0.5)
CHEMBL1200353,chembl_approved,TXKOGNLDVKUFSI-WZTVWXICSA-N,0.4626865684986114,CHEMBL2026,0.4626865684986114,bacterial,Beta-lactamase,0.38,below,edge(0.45-0.5)
CHEMBL1200356,chembl_approved,HGBLNBBNRORJKI-WCABBAIRSA-N,1.0,CHEMBL2026,0.3918918967247009,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
CHEMBL1200358,chembl_approved,HZOREEUASZHZBI-UHFFFAOYSA-M,0.7142857313156128,CHEMBL4523582,0.375,viral,Replicase polyprotein 1ab,0.38,above,above(>=0.5)
CHEMBL1200365,chembl_approved,UNZMYCAEMNVPHX-UHFFFAOYSA-M,0.6774193644523621,CHEMBL2026,0.6774193644523621,bacterial,Beta-lactamase,0.75,above,above(>=0.5)
CHEMBL1200376,chembl_approved,SOQJPQZCPBDOMF-YCUXZELOSA-N,0.5647059082984924,CHEMBL2026,0.5647059082984924,bacterial,Beta-lactamase,0.75,above,above(>=0.5)
CHEMBL1200377,chembl_approved,DYOBNLAYPQSBLB-UHFFFAOYSA-N,0.6333333253860474,CHEMBL2026,0.4250000119209289,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
CHEMBL1200380,chembl_approved,RMLUKZWYIKEASN-UHFFFAOYSA-M,0.3499999940395355,CHEMBL2026,0.3181818127632141,bacterial,Beta-lactamase,0.38,below,deep(<0.35)
CHEMBL1200383,chembl_approved,CPFJLLXFNPCTDW-BWSPSPBFSA-N,0.6222222447395325,CHEMBL2026,0.5102040767669678,bacterial,Beta-lactamase,0.75,above,above(>=0.5)
CHEMBL1200386,chembl_approved,FNPXMHRZILFCKX-KAJVQRHHSA-N,1.0,CHEMBL2026,0.54666668176651,bacterial,Beta-lactamase,0.75,above,above(>=0.5)
CHEMBL1200387,chembl_approved,OFCJKOOVFDGTLY-UHFFFAOYSA-N,0.6785714030265808,CHEMBL2026,0.410256415605545,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
CHEMBL1200388,chembl_approved,KCUWTKOTPIUBRI-VICXVTCVSA-M,0.9836065769195556,CHEMBL2026,0.9836065769195556,bacterial,Beta-lactamase,0.8,above,above(>=0.5)
CHEMBL1200396,chembl_approved,SIEYLFHKZGLBNX-UHFFFAOYSA-N,0.976190447807312,CHEMBL2026,0.3653846085071563,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
CHEMBL1200402,chembl_approved,ZPBWCRDSRKPIDG-UHFFFAOYSA-N,0.8644067645072937,CHEMBL2026,0.3380281627178192,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
CHEMBL1200405,chembl_approved,HODFCFXCOMKRCG-UHFFFAOYSA-N,0.5,CHEMBL2026,0.4210526347160339,bacterial,Beta-lactamase,0.38,above,edge(0.45-0.5)
CHEMBL1200409,chembl_approved,YECIFGHRMFEPJK-UHFFFAOYSA-N,0.9354838728904724,CHEMBL2026,0.9354838728904724,bacterial,Beta-lactamase,0.8,above,above(>=0.5)
CHEMBL1200410,chembl_approved,DERJYEZSLHIUKF-UHFFFAOYSA-N,0.9677419066429138,CHEMBL2026,0.3265306055545807,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
CHEMBL1200413,chembl_approved,BJORNXNYWNIWEY-UHFFFAOYSA-N,0.970588207244873,CHEMBL2026,0.3137255012989044,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
CHEMBL1200423,chembl_approved,UKIYDXCFKFLIMU-UHFFFAOYSA-M,0.4912280738353729,CHEMBL2026,0.4912280738353729,bacterial,Beta-lactamase,0.62,below,edge(0.45-0.5)
CHEMBL1200432,chembl_approved,QSRVZCCJDKYRRF-YDALLXLXSA-N,0.6410256624221802,CHEMBL4523582,0.4888888895511627,viral,Replicase polyprotein 1ab,0.62,above,above(>=0.5)
CHEMBL1200434,chembl_approved,RLANKEDHRWMNRO-UHFFFAOYSA-M,0.3478260934352875,CHEMBL2026,0.3272727131843567,bacterial,Beta-lactamase,0.38,below,deep(<0.35)
CHEMBL1200437,chembl_approved,XHKUDCCTVQUHJQ-LCYSNFERSA-N,0.7714285850524902,CHEMBL2026,0.5600000023841858,bacterial,Beta-lactamase,0.75,above,above(>=0.5)
CHEMBL1200439,chembl_approved,XYITYKDGJLHYPW-TWDNZPFZSA-M,0.4473684132099151,CHEMBL2026,0.3170731663703918,bacterial,Beta-lactamase,0.38,below,mid(0.35-0.45)
CHEMBL1200440,chembl_approved,RETIMRUQNCDCQB-UHFFFAOYSA-N,0.6739130616188049,CHEMBL2026,0.3541666567325592,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
CHEMBL1200444,chembl_approved,QSXMZJGGEWYVCN-UHFFFAOYSA-N,0.4693877696990967,CHEMBL2026,0.3392857015132904,bacterial,Beta-lactamase,0.38,below,edge(0.45-0.5)
CHEMBL1200449,chembl_approved,XGMPVBXKDAHORN-RBWIMXSLSA-N,0.4936708807945251,CHEMBL2026,0.4588235318660736,bacterial,Beta-lactamase,0.38,below,edge(0.45-0.5)
CHEMBL1200454,chembl_approved,ZORWARFPXPVJLW-MTFPJWTKSA-N,0.688524603843689,CHEMBL2026,0.688524603843689,bacterial,Beta-lactamase,0.75,above,above(>=0.5)
CHEMBL1200455,chembl_approved,NTHXOOBQLCIOLC-UHFFFAOYSA-N,1.0,CHEMBL2026,0.3333333432674408,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
