metabolite,chebi_id,met_smiles,target_chembl_id,target_name,target_class,analog_similarity,nn_analog,metabolite_promiscuity,tier
all-trans-retinyl palmitate,CHEBI:17616,CCCCCCCCCCCCCCCC(=O)OC/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C,CHEMBL2055,Retinoic acid receptor alpha,Nuclear receptor,0.576271186440678,0.576271186440678,12,B (0.5-0.6)
all-trans-retinyl palmitate,CHEBI:17616,CCCCCCCCCCCCCCCC(=O)OC/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C,CHEMBL2003,Retinoic acid receptor gamma,Nuclear receptor,0.576271186440678,0.576271186440678,12,B (0.5-0.6)
all-trans-retinyl palmitate,CHEBI:17616,CCCCCCCCCCCCCCCC(=O)OC/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C,CHEMBL2008,Retinoic acid receptor beta,Nuclear receptor,0.576271186440678,0.576271186440678,12,B (0.5-0.6)
all-trans-retinyl palmitate,CHEBI:17616,CCCCCCCCCCCCCCCC(=O)OC/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C,CHEMBL2061,Retinoic acid receptor RXR-alpha,Nuclear receptor,0.576271186440678,0.576271186440678,12,B (0.5-0.6)
all-trans-retinyl palmitate,CHEBI:17616,CCCCCCCCCCCCCCCC(=O)OC/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C,CHEMBL289,Cytochrome P450 2D6,CYP (metabolism),0.576271186440678,0.576271186440678,12,B (0.5-0.6)
all-trans-retinyl palmitate,CHEBI:17616,CCCCCCCCCCCCCCCC(=O)OC/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C,CHEMBL3622,Cytochrome P450 2C19,CYP (metabolism),0.576271186440678,0.576271186440678,12,B (0.5-0.6)
dCDP,CHEBI:28846,Nc1ccn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)O)O2)c(=O)n1,CHEMBL3622,Cytochrome P450 2C19,CYP (metabolism),0.576271186440678,0.576271186440678,15,B (0.5-0.6)
L-citrulline,CHEBI:16349,NC(=O)NCCC[C@H](N)C(=O)O,CHEMBL340,Cytochrome P450 3A4,CYP (metabolism),0.5757575757575758,0.5757575757575758,15,B (0.5-0.6)
spiramycin II,CHEBI:31168,CO[C@@H]1[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](O)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)[C@@H](O[C@H]2CC[C@H](N(C)C)[C@H](C)O2)/C=C/C=C/C[C@@H](C)OC(=O)C[C@H]1OC(C)=O,CHEMBL221,Prostaglandin G/H synthase 1,Enzyme (other),0.575,0.575,2,B (0.5-0.6)
L-tagatofuranose 6-phosphate(2-),CHEBI:58926,O=P([O-])([O-])OC[C@@H]1OC(O)(CO)[C@H](O)[C@@H]1O,CHEMBL1075189,Pyruvate kinase PKM,Kinase,0.575,0.575,1,B (0.5-0.6)
Arg-Arg,CHEBI:73811,N=C(N)NCCC[C@H](NC(=O)[C@@H](N)CCCNC(=N)N)C(=O)O,CHEMBL216,Muscarinic acetylcholine receptor M1,GPCR (aminergic/purinergic),0.575,0.575,21,B (0.5-0.6)
Arg-Arg,CHEBI:73811,N=C(N)NCCC[C@H](NC(=O)[C@@H](N)CCCNC(=N)N)C(=O)O,CHEMBL211,Muscarinic acetylcholine receptor M2,GPCR (aminergic/purinergic),0.575,0.575,21,B (0.5-0.6)
erythromycin A(1+),CHEBI:64268,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H]([NH+](C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,CHEMBL3577,Aldehyde dehydrogenase 1A1,Enzyme (other),0.5714285714285714,0.5714285714285714,5,B (0.5-0.6)
N-[(2S)-2-amino-2-carboxyethyl]-L-glutamic acid,CHEBI:136987,N[C@@H](CN[C@@H](CCC(=O)O)C(=O)O)C(=O)O,CHEMBL289,Cytochrome P450 2D6,CYP (metabolism),0.5714285714285714,0.5714285714285714,14,B (0.5-0.6)
beta-geranylfarnesene,CHEBI:138226,C=CC(=C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C,CHEMBL3577,Aldehyde dehydrogenase 1A1,Enzyme (other),0.5714285714285714,0.5714285714285714,20,B (0.5-0.6)
beta-hexaprene,CHEBI:138227,C=CC(=C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C,CHEMBL3577,Aldehyde dehydrogenase 1A1,Enzyme (other),0.5714285714285714,0.5714285714285714,20,B (0.5-0.6)
beta-heptaprene,CHEBI:138228,C=CC(=C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C,CHEMBL3577,Aldehyde dehydrogenase 1A1,Enzyme (other),0.5714285714285714,0.5714285714285714,20,B (0.5-0.6)
glycerol,CHEBI:17754,OCC(O)CO,CHEMBL1947,Thyroid hormone receptor beta,Nuclear receptor,0.5714285714285714,0.5714285714285714,2,B (0.5-0.6)
O-succinyl-L-homoserine,CHEBI:16160,N[C@@H](CCOC(=O)CCC(=O)O)C(=O)O,CHEMBL289,Cytochrome P450 2D6,CYP (metabolism),0.5714285714285714,0.5714285714285714,15,B (0.5-0.6)
N-[(2S)-2-amino-2-carboxyethyl]-L-glutamic acid,CHEBI:136987,N[C@@H](CN[C@@H](CCC(=O)O)C(=O)O)C(=O)O,CHEMBL1075189,Pyruvate kinase PKM,Kinase,0.5714285714285714,0.5714285714285714,14,B (0.5-0.6)
L-citrulline,CHEBI:16349,NC(=O)NCCC[C@H](N)C(=O)O,CHEMBL4040,Mitogen-activated protein kinase 1,Kinase,0.5714285714285714,0.5714285714285714,15,B (0.5-0.6)
erythromycin A(1+),CHEBI:64268,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H]([NH+](C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,CHEMBL221,Prostaglandin G/H synthase 1,Enzyme (other),0.5714285714285714,0.5714285714285714,5,B (0.5-0.6)
Glu-Glu,CHEBI:5390,N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)O,CHEMBL289,Cytochrome P450 2D6,CYP (metabolism),0.5714285714285714,0.5714285714285714,22,B (0.5-0.6)
Glu-Glu,CHEBI:5390,N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)O,CHEMBL1075189,Pyruvate kinase PKM,Kinase,0.5714285714285714,0.5714285714285714,22,B (0.5-0.6)
O-succinyl-L-homoserine,CHEBI:16160,N[C@@H](CCOC(=O)CCC(=O)O)C(=O)O,CHEMBL1075189,Pyruvate kinase PKM,Kinase,0.5714285714285714,0.5714285714285714,15,B (0.5-0.6)
1-hydroxy-6-methoxyphenazine,CHEBI:192366,COc1cccc2nc3c(O)cccc3nc12,CHEMBL1947,Thyroid hormone receptor beta,Nuclear receptor,0.5675675675675675,0.5675675675675675,17,B (0.5-0.6)
L-2-aminopentanoic acid,CHEBI:18314,CCC[C@H](N)C(=O)O,CHEMBL289,Cytochrome P450 2D6,CYP (metabolism),0.5652173913043478,0.5652173913043478,23,B (0.5-0.6)
4-aminobenzoate,CHEBI:17836,Nc1ccc(C(=O)[O-])cc1,CHEMBL261,Carbonic anhydrase 1,Carbonic anhydrase,0.5652173913043478,0.5652173913043478,24,B (0.5-0.6)
4-aminobenzoate,CHEBI:17836,Nc1ccc(C(=O)[O-])cc1,CHEMBL205,Carbonic anhydrase 2,Carbonic anhydrase,0.5652173913043478,0.5652173913043478,24,B (0.5-0.6)
4-fluorobenzoate,CHEBI:27893,O=C([O-])c1ccc(F)cc1,CHEMBL261,Carbonic anhydrase 1,Carbonic anhydrase,0.5652173913043478,0.5652173913043478,4,B (0.5-0.6)
4-fluorobenzoate,CHEBI:27893,O=C([O-])c1ccc(F)cc1,CHEMBL205,Carbonic anhydrase 2,Carbonic anhydrase,0.5652173913043478,0.5652173913043478,4,B (0.5-0.6)
"2,4-di-tert-butylphenol",CHEBI:89188,CC(C)(C)c1ccc(O)c(C(C)(C)C)c1,CHEMBL3356,Cytochrome P450 1A2,CYP (metabolism),0.5652173913043478,0.5652173913043478,9,B (0.5-0.6)
L-2-aminopentanoic acid,CHEBI:18314,CCC[C@H](N)C(=O)O,CHEMBL1075189,Pyruvate kinase PKM,Kinase,0.5652173913043478,0.5652173913043478,23,B (0.5-0.6)
(N(omega)-L-arginino)succinic acid,CHEBI:15682,N=C(NCCC[C@H](N)C(=O)O)NC(CC(=O)O)C(=O)O,CHEMBL4803,Nitric oxide synthase 3,Enzyme (other),0.5641025641025641,0.5641025641025641,16,B (0.5-0.6)
(N(omega)-L-arginino)succinic acid,CHEBI:15682,N=C(NCCC[C@H](N)C(=O)O)NC(CC(=O)O)C(=O)O,CHEMBL3568,Nitric oxide synthase 1,Enzyme (other),0.5641025641025641,0.5641025641025641,16,B (0.5-0.6)
5-aminolevulinic acid,CHEBI:17549,NCC(=O)CCC(=O)O,CHEMBL5697,Egl nine homolog 1,Other,0.5625,0.5625,14,B (0.5-0.6)
galactitol 1-phosphate,CHEBI:28663,O=P(O)(O)OC[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,CHEMBL1075189,Pyruvate kinase PKM,Kinase,0.5625,0.5625,10,B (0.5-0.6)
"2,4-dinitrophenol",CHEBI:42017,O=[N+]([O-])c1ccc(O)c([N+](=O)[O-])c1,CHEMBL3622,Cytochrome P450 2C19,CYP (metabolism),0.5625,0.5625,22,B (0.5-0.6)
D-tartaric acid,CHEBI:15672,O=C(O)[C@@H](O)[C@H](O)C(=O)O,CHEMBL340,Cytochrome P450 3A4,CYP (metabolism),0.5625,0.5625,8,B (0.5-0.6)
D-tartaric acid,CHEBI:15672,O=C(O)[C@@H](O)[C@H](O)C(=O)O,CHEMBL3577,Aldehyde dehydrogenase 1A1,Enzyme (other),0.5625,0.5625,8,B (0.5-0.6)
D-mannitol 1-phosphate,CHEBI:16298,O=P(O)(O)OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,CHEMBL1075189,Pyruvate kinase PKM,Kinase,0.5625,0.5625,10,B (0.5-0.6)
formobactin,CHEBI:65906,CCCCCCCCCC(OC(=O)[C@H](CCCCN(O)C=O)NC(=O)c1nc(-c2ccccc2O)oc1C)C(C)(C)C(=O)NC1CCCCN(O)C1=O,CHEMBL216,Muscarinic acetylcholine receptor M1,GPCR (aminergic/purinergic),0.5625,0.5625,3,B (0.5-0.6)
2-pentylfuran,CHEBI:89197,CCCCCc1ccco1,CHEMBL2903,Polyunsaturated fatty acid lipoxygenase ALOX15,Enzyme (other),0.5625,0.5625,9,B (0.5-0.6)
D-glucitol 6-phosphate,CHEBI:17044,O=P(O)(O)OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)CO,CHEMBL1075189,Pyruvate kinase PKM,Kinase,0.5625,0.5625,10,B (0.5-0.6)
formobactin,CHEBI:65906,CCCCCCCCCC(OC(=O)[C@H](CCCCN(O)C=O)NC(=O)c1nc(-c2ccccc2O)oc1C)C(C)(C)C(=O)NC1CCCCN(O)C1=O,CHEMBL245,Muscarinic acetylcholine receptor M3,GPCR (aminergic/purinergic),0.5625,0.5625,3,B (0.5-0.6)
formobactin,CHEBI:65906,CCCCCCCCCC(OC(=O)[C@H](CCCCN(O)C=O)NC(=O)c1nc(-c2ccccc2O)oc1C)C(C)(C)C(=O)NC1CCCCN(O)C1=O,CHEMBL211,Muscarinic acetylcholine receptor M2,GPCR (aminergic/purinergic),0.5625,0.5625,3,B (0.5-0.6)
2'-hydroxyrifampicin,CHEBI:111544,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(c3C2=O)C(=O)/C(=C/N(O)N2CCN(C)CC2)C(=C4O)NC(=O)C(C)=CC=C[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,CHEMBL4040,Mitogen-activated protein kinase 1,Kinase,0.5619834710743802,0.5619834710743802,12,B (0.5-0.6)
2'-hydroxyrifampicin,CHEBI:111544,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(c3C2=O)C(=O)/C(=C/N(O)N2CCN(C)CC2)C(=C4O)NC(=O)C(C)=CC=C[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Transporter/channel,0.5619834710743802,0.5619834710743802,12,B (0.5-0.6)
"CMP-8-amino-3,8-dideoxy-alpha-D-manno-oct-2-ulosonic acid",CHEBI:131602,NC[C@@H](O)[C@H]1O[C@@](OP(=O)(O)OC[C@H]2O[C@@H](n3ccc(N)nc3=O)[C@H](O)[C@@H]2O)(C(=O)O)C[C@@H](O)[C@H]1O,CHEMBL3622,Cytochrome P450 2C19,CYP (metabolism),0.5616438356164384,0.5616438356164384,14,B (0.5-0.6)
L-BMAA,CHEBI:73169,CNC[C@H](N)C(=O)O,CHEMBL4040,Mitogen-activated protein kinase 1,Kinase,0.56,0.56,15,B (0.5-0.6)
iminoarginine,CHEBI:84259,N=C(N)NCCCC(=N)C(=O)O,CHEMBL3622,Cytochrome P450 2C19,CYP (metabolism),0.56,0.56,11,B (0.5-0.6)
iminoarginine,CHEBI:84259,N=C(N)NCCCC(=N)C(=O)O,CHEMBL3397,Cytochrome P450 2C9,CYP (metabolism),0.56,0.56,11,B (0.5-0.6)
lanthionine,CHEBI:25013,NC(CSCC(N)C(=O)O)C(=O)O,CHEMBL3622,Cytochrome P450 2C19,CYP (metabolism),0.56,0.56,15,B (0.5-0.6)
K-252a,CHEBI:43616,COC(=O)[C@@]1(O)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,CHEMBL267,Proto-oncogene tyrosine-protein kinase Src,Kinase,0.5595238095238095,0.5595238095238095,12,B (0.5-0.6)
11beta-hydroxytestosterone,CHEBI:81481,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,CHEMBL340,Cytochrome P450 3A4,CYP (metabolism),0.559322033898305,0.559322033898305,25,B (0.5-0.6)
cycloheximide,CHEBI:27641,C[C@@H]1C[C@@H]([C@H](O)CC2CC(=O)NC(=O)C2)C(=O)[C@@H](C)C1,CHEMBL1902,Peptidyl-prolyl cis-trans isomerase FKBP1A,Other,0.5576923076923077,0.5576923076923077,3,B (0.5-0.6)
cycloheximide,CHEBI:27641,C[C@@H]1C[C@@H]([C@H](O)CC2CC(=O)NC(=O)C2)C(=O)[C@@H](C)C1,CHEMBL3577,Aldehyde dehydrogenase 1A1,Enzyme (other),0.5576923076923077,0.5576923076923077,3,B (0.5-0.6)
dCTP,CHEBI:16311,Nc1ccn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O2)c(=O)n1,CHEMBL3622,Cytochrome P450 2C19,CYP (metabolism),0.5573770491803278,0.5573770491803278,15,B (0.5-0.6)
CMP-5'-phosphonoformic acid,CHEBI:131759,Nc1ccn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)C(=O)O)[C@@H](O)[C@H]2O)c(=O)n1,CHEMBL340,Cytochrome P450 3A4,CYP (metabolism),0.5555555555555556,0.5555555555555556,22,B (0.5-0.6)
"2,6-diaminopimelic acid",CHEBI:23673,NC(CCCC(N)C(=O)O)C(=O)O,CHEMBL4481,"Nitric oxide synthase, inducible",Enzyme (other),0.5555555555555556,0.5555555555555556,19,B (0.5-0.6)
"2,6-diaminopimelic acid",CHEBI:23673,NC(CCCC(N)C(=O)O)C(=O)O,CHEMBL4040,Mitogen-activated protein kinase 1,Kinase,0.5555555555555556,0.5555555555555556,19,B (0.5-0.6)
"LL-2,6-diaminopimelic acid",CHEBI:16026,N[C@@H](CCC[C@H](N)C(=O)O)C(=O)O,CHEMBL340,Cytochrome P450 3A4,CYP (metabolism),0.5555555555555556,0.5555555555555556,19,B (0.5-0.6)
"LL-2,6-diaminopimelic acid",CHEBI:16026,N[C@@H](CCC[C@H](N)C(=O)O)C(=O)O,CHEMBL3577,Aldehyde dehydrogenase 1A1,Enzyme (other),0.5555555555555556,0.5555555555555556,19,B (0.5-0.6)
"2,6-diaminopimelic acid",CHEBI:23673,NC(CCCC(N)C(=O)O)C(=O)O,CHEMBL340,Cytochrome P450 3A4,CYP (metabolism),0.5555555555555556,0.5555555555555556,19,B (0.5-0.6)
"2,6-diaminopimelic acid",CHEBI:23673,NC(CCCC(N)C(=O)O)C(=O)O,CHEMBL3622,Cytochrome P450 2C19,CYP (metabolism),0.5555555555555556,0.5555555555555556,19,B (0.5-0.6)
"2,6-diaminopimelic acid",CHEBI:23673,NC(CCCC(N)C(=O)O)C(=O)O,CHEMBL3577,Aldehyde dehydrogenase 1A1,Enzyme (other),0.5555555555555556,0.5555555555555556,19,B (0.5-0.6)
"LL-2,6-diaminopimelic acid",CHEBI:16026,N[C@@H](CCC[C@H](N)C(=O)O)C(=O)O,CHEMBL4481,"Nitric oxide synthase, inducible",Enzyme (other),0.5555555555555556,0.5555555555555556,19,B (0.5-0.6)
"LL-2,6-diaminopimelic acid",CHEBI:16026,N[C@@H](CCC[C@H](N)C(=O)O)C(=O)O,CHEMBL3622,Cytochrome P450 2C19,CYP (metabolism),0.5555555555555556,0.5555555555555556,19,B (0.5-0.6)
"LL-2,6-diaminopimelic acid",CHEBI:16026,N[C@@H](CCC[C@H](N)C(=O)O)C(=O)O,CHEMBL4040,Mitogen-activated protein kinase 1,Kinase,0.5555555555555556,0.5555555555555556,19,B (0.5-0.6)
"1,2-dioctadecanoyl-sn-glycero-3-cytidine 5'-diphosphate",CHEBI:104121,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@H](O)[C@@H]1O)OC(=O)CCCCCCCCCCCCCCCCC,CHEMBL3622,Cytochrome P450 2C19,CYP (metabolism),0.5540540540540541,0.5540540540540541,20,B (0.5-0.6)
"1,2-didodecanoyl-sn-glycero-3-cytidine 5'-diphosphate",CHEBI:34046,CCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@H](O)[C@@H]1O)OC(=O)CCCCCCCCCCC,CHEMBL3622,Cytochrome P450 2C19,CYP (metabolism),0.5540540540540541,0.5540540540540541,20,B (0.5-0.6)
"1,2-ditetradecanoyl-sn-glycero-3-cytidine 5'-diphosphate",CHEBI:103211,CCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@H](O)[C@@H]1O)OC(=O)CCCCCCCCCCCCC,CHEMBL3622,Cytochrome P450 2C19,CYP (metabolism),0.5540540540540541,0.5540540540540541,20,B (0.5-0.6)
CDP-dipalmitoyl-sn-glycerol,CHEBI:77358,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@H](O)[C@@H]1O)OC(=O)CCCCCCCCCCCCCCC,CHEMBL3622,Cytochrome P450 2C19,CYP (metabolism),0.5540540540540541,0.5540540540540541,20,B (0.5-0.6)
2'-hydroxyrifampicin(1-),CHEBI:90884,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(c3C2=O)C(=O)/C(=C/N(O)N2CCN(C)CC2)C(=C4[O-])NC(=O)C(C)=CC=C[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Transporter/channel,0.5528455284552846,0.5528455284552846,12,B (0.5-0.6)
2'-hydroxyrifampicin(1-),CHEBI:90884,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(c3C2=O)C(=O)/C(=C/N(O)N2CCN(C)CC2)C(=C4[O-])NC(=O)C(C)=CC=C[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,CHEMBL4040,Mitogen-activated protein kinase 1,Kinase,0.5528455284552846,0.5528455284552846,12,B (0.5-0.6)
N(2)-succinyl-L-arginine,CHEBI:17705,N=C(N)NCCC[C@H](NC(=O)CCC(=O)O)C(=O)O,CHEMBL340,Cytochrome P450 3A4,CYP (metabolism),0.5526315789473685,0.5526315789473685,19,B (0.5-0.6)
4-phospho-D-erythronic acid,CHEBI:49003,O=C(O)[C@H](O)[C@H](O)COP(=O)(O)O,CHEMBL340,Cytochrome P450 3A4,CYP (metabolism),0.5517241379310345,0.5517241379310345,8,B (0.5-0.6)
Cys-Cys,CHEBI:131608,N[C@@H](CS)C(=O)N[C@@H](CS)C(=O)O,CHEMBL4040,Mitogen-activated protein kinase 1,Kinase,0.5517241379310345,0.5517241379310345,14,B (0.5-0.6)
Cys-Cys,CHEBI:131608,N[C@@H](CS)C(=O)N[C@@H](CS)C(=O)O,CHEMBL2903,Polyunsaturated fatty acid lipoxygenase ALOX15,Enzyme (other),0.5517241379310345,0.5517241379310345,14,B (0.5-0.6)
Cys-Cys,CHEBI:131608,N[C@@H](CS)C(=O)N[C@@H](CS)C(=O)O,CHEMBL230,Prostaglandin G/H synthase 2,Enzyme (other),0.5517241379310345,0.5517241379310345,14,B (0.5-0.6)
Cys-Cys,CHEBI:131608,N[C@@H](CS)C(=O)N[C@@H](CS)C(=O)O,CHEMBL1947,Thyroid hormone receptor beta,Nuclear receptor,0.5517241379310345,0.5517241379310345,14,B (0.5-0.6)
(R)-12-hydroxysqualene,CHEBI:88123,CC(C)=CCCC(C)=CCCC(C)=C[C@H](O)C/C=C(\C)CC/C=C(\C)CCC=C(C)C,CHEMBL3577,Aldehyde dehydrogenase 1A1,Enzyme (other),0.5517241379310345,0.5517241379310345,20,B (0.5-0.6)
"N(3)-fumaroyl-(S)-2,3-diaminopropanoic acid",CHEBI:85346,N[C@@H](CNC(=O)/C=C/C(=O)O)C(=O)O,CHEMBL4040,Mitogen-activated protein kinase 1,Kinase,0.5517241379310345,0.5517241379310345,20,B (0.5-0.6)
L-allothreonine,CHEBI:28718,C[C@H](O)[C@H](N)C(=O)O,CHEMBL340,Cytochrome P450 3A4,CYP (metabolism),0.55,0.55,13,B (0.5-0.6)
L-allothreonine,CHEBI:28718,C[C@H](O)[C@H](N)C(=O)O,CHEMBL3577,Aldehyde dehydrogenase 1A1,Enzyme (other),0.55,0.55,13,B (0.5-0.6)
L-altraric acid,CHEBI:21398,O=C(O)[C@H](O)[C@H](O)[C@H](O)[C@@H](O)C(=O)O,CHEMBL3397,Cytochrome P450 2C9,CYP (metabolism),0.55,0.55,7,B (0.5-0.6)
D-allothreonine,CHEBI:32826,C[C@@H](O)[C@@H](N)C(=O)O,CHEMBL3577,Aldehyde dehydrogenase 1A1,Enzyme (other),0.55,0.55,13,B (0.5-0.6)
L-serine,CHEBI:17115,N[C@@H](CO)C(=O)O,CHEMBL221,Prostaglandin G/H synthase 1,Enzyme (other),0.55,0.55,16,B (0.5-0.6)
3-aminoalanine,CHEBI:18383,NCC(N)C(=O)O,CHEMBL3577,Aldehyde dehydrogenase 1A1,Enzyme (other),0.55,0.55,17,B (0.5-0.6)
D-serine,CHEBI:16523,N[C@H](CO)C(=O)O,CHEMBL221,Prostaglandin G/H synthase 1,Enzyme (other),0.55,0.55,16,B (0.5-0.6)
D-serine,CHEBI:16523,N[C@H](CO)C(=O)O,CHEMBL3577,Aldehyde dehydrogenase 1A1,Enzyme (other),0.55,0.55,16,B (0.5-0.6)
D-allothreonine,CHEBI:32826,C[C@@H](O)[C@@H](N)C(=O)O,CHEMBL340,Cytochrome P450 3A4,CYP (metabolism),0.55,0.55,13,B (0.5-0.6)
3-aminoalanine,CHEBI:18383,NCC(N)C(=O)O,CHEMBL221,Prostaglandin G/H synthase 1,Enzyme (other),0.55,0.55,17,B (0.5-0.6)
L-serine,CHEBI:17115,N[C@@H](CO)C(=O)O,CHEMBL3577,Aldehyde dehydrogenase 1A1,Enzyme (other),0.55,0.55,16,B (0.5-0.6)
L-threonine,CHEBI:16857,C[C@@H](O)[C@H](N)C(=O)O,CHEMBL340,Cytochrome P450 3A4,CYP (metabolism),0.55,0.55,13,B (0.5-0.6)
L-threonine,CHEBI:16857,C[C@@H](O)[C@H](N)C(=O)O,CHEMBL3577,Aldehyde dehydrogenase 1A1,Enzyme (other),0.55,0.55,13,B (0.5-0.6)
11a-hydroxytetracycline,CHEBI:134017,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(=O)[C@@]3(O)C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,CHEMBL3577,Aldehyde dehydrogenase 1A1,Enzyme (other),0.5492957746478874,0.5492957746478874,8,B (0.5-0.6)
"N,N'-diacetylchitobiose",CHEBI:28681,CC(=O)N[C@H]1[C@H](O[C@H]2[C@H](O)[C@@H](NC(C)=O)C(O)O[C@@H]2CO)O[C@H](CO)[C@@H](O)[C@@H]1O,CHEMBL4040,Mitogen-activated protein kinase 1,Kinase,0.5490196078431373,0.5490196078431373,19,B (0.5-0.6)
"7,12-dioxolithocholic acid",CHEBI:138389,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3C(=O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC(=O)[C@]12C,CHEMBL1947,Thyroid hormone receptor beta,Nuclear receptor,0.5483870967741935,0.5483870967741935,23,B (0.5-0.6)
cytosylglucuronic acid,CHEBI:132133,Nc1ccn([C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)c(=O)n1,CHEMBL3622,Cytochrome P450 2C19,CYP (metabolism),0.5471698113207547,0.5471698113207547,12,B (0.5-0.6)
CMP-3-deoxy-D-glycero-beta-D-galacto-nonulosonic acid,CHEBI:131596,Nc1ccn([C@@H]2O[C@H](COP(=O)(O)O[C@@]3(C(=O)O)C[C@H](O)[C@@H](O)[C@H]([C@H](O)[C@H](O)CO)O3)[C@@H](O)[C@H]2O)c(=O)n1,CHEMBL3622,Cytochrome P450 2C19,CYP (metabolism),0.5466666666666666,0.5466666666666666,14,B (0.5-0.6)
4-fluorobenzoic acid,CHEBI:20364,O=C(O)c1ccc(F)cc1,CHEMBL221,Prostaglandin G/H synthase 1,Enzyme (other),0.5454545454545454,0.5454545454545454,22,B (0.5-0.6)
L-aspartic acid,CHEBI:17053,N[C@@H](CC(=O)O)C(=O)O,CHEMBL1075189,Pyruvate kinase PKM,Kinase,0.5454545454545454,0.5454545454545454,19,B (0.5-0.6)
N-acetyl-D-mannosamine,CHEBI:63153,CC(=O)N[C@@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O,CHEMBL4040,Mitogen-activated protein kinase 1,Kinase,0.5454545454545454,0.5454545454545454,13,B (0.5-0.6)
